hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
YF8,Yamphudin,Ethnic,1,50,2,2,6,4,4,1,1,2,1,5,1,5,1,4,5,1,50,0,2.54,2.9,1,0,0,0,0,0,0,0,0,5,4,4,2,1,0,1,0,1,4,2,1,0,0,1,0,0,0,1,4,0,1,1,Firewood,1,1,4,1,1,1,1,1,1,0,0,0,4,2,4,3,3,0,1,1,1,1,1,Non-Living
YG10,Yamphudin,Ethnic,1,32,2,2,2,5,3,1,1,1,1,4,1,4,4,3,1,1,50,0,0,1.6,1,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,0,0,2,5,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,2,2,2,2,1,1,0,0,0,0,0,2,2,4,1,2,1,2,1,2,2,2,Living and Non-living
YG11,Yamphudin,Ethnic,1,54,2,2,10,1,3,1,1,2,2,3,1,4,3,4,2,1,90,0,0.1,0.8,0,0,0,1,0,0,0,0,0,4,4,4,3,1,0,0,0,1,4,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,4,2,2,2,2,1,1,0,0,0,0,0,2,2,4,2,2,1,2,1,2,2,2,Living and Non-living
YG12,Yamphudin,Ethnic,1,50,1,1,5,3,3,3,2,3,2,3,2,3,3,2,2,1,20,0,0,0.9,0,0,0,0,0,0,1,0,0,4,2,3,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,2,1,1,1,Firewood,2,2,2,2,2,2,1,0,0,0,0,0,2,2,4,3,2,0,2,1,2,2,2,Non-Living
YG13,Yamphudin,Ethnic,1,36,2,2,3,4,3,3,3,3,3,3,2,3,3,2,2,1,70,0,0,1.5,0,0,0,0,0,0,1,0,0,5,2,4,3,1,0,0,0,1,2,3,1,0,0,1,0,0,0,1,2,1,2,1,Firewood,4,2,2,2,2,1,1,0,0,0,0,0,2,2,4,2,2,0,2,1,2,3,3,Non-Living
YG14,Yamphudin,Ethnic,1,77,2,2,5,1,3,3,1,1,1,3,2,3,3,3,2,1,10,0,0.76,0.8,1,0,0,0,0,0,0,0,0,4,3,4,4,1,0,0,0,1,4,4,1,0,0,0,0,0,0,1,2,1,1,1,Firewood,1,2,2,2,2,1,1,0,0,0,0,0,2,1,4,1,2,0,2,1,2,2,2,Non-Living
YH8,Yamphudin,Ethnic,1,54,1,2,7,3,2,1,2,1,1,3,3,4,2,2,2,1,60,0,0,2.3,0,0,0,0,0,0,1,0,0,2,2,2,1,1,0,0,0,1,2,4,1,0,0,1,0,0,0,1,1,0,2,1,Firewood,1,1,2,1,4,2,1,1,1,0,0,0,3,2,4,3,2,0,3,1,1,1,1,Non-Living
YH9,Yamphudin,Ethnic,2,29,1,3,7,4,2,2,1,1,2,2,3,3,3,2,1,1,50,0,0,0.6,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,2,1,Firewood,1,1,2,1,4,1,1,1,1,0,0,0,3,2,4,4,1,1,2,1,2,1,1,Non-Living
YH10,Yamphudin,Ethnic,1,45,2,2,7,4,3,2,1,2,1,2,3,3,3,2,2,1,40,0,0,1.9,0,0,0,0,0,0,1,0,0,4,4,2,1,1,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,3,1,Firewood,1,1,2,1,3,1,1,1,1,0,1,0,3,2,4,4,3,1,2,1,2,1,4,Non-Living
YH11,Yamphudin,Ethnic,1,43,2,3,9,4,3,2,4,2,2,3,2,4,2,2,2,1,40,0,0.1,4.2,0,0,0,1,0,0,0,0,0,4,2,3,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,4,1,3,1,1,1,1,0,1,0,3,2,4,4,1,1,2,1,2,2,1,Living and Non-living
YH12,Yamphudin,Ethnic,1,36,2,2,8,5,4,1,1,1,1,2,3,3,3,4,2,1,30,0,0.15,14,0,0,0,0,0,0,1,0,0,2,2,3,2,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,2,6,4,1,Firewood,2,1,4,1,3,1,1,0,1,0,1,0,3,2,4,4,3,1,2,1,2,1,1,Spiritual and Abstract
YH13,Yamphudin,Ethnic,1,33,1,2,8,3,2,3,1,2,2,3,2,3,3,2,3,1,50,0,4.89,0.9,0,0,0,1,0,0,0,0,0,2,2,3,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,6,2,1,Firewood,1,1,2,1,3,1,1,1,0,0,1,0,3,2,4,4,3,0,1,1,1,1,1,Non-Living
YC12,Yamphudin,Ethnic,1,36,2,3,5,1,2,2,1,1,1,3,1,5,4,1,5,1,10,0,5.09,2.1,0,0,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,2,2,1,4,2,1,1,1,2,1,1,Living and Non-living
YC13,Yamphudin,Ethnic,1,36,1,5,5,2,3,3,1,1,1,1,1,5,2,1,1,1,10,0,1.53,0.6,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4,3,1,1,1,2,1,1,Living and Non-living
YC14,Yamphudin,Ethnic,1,61,2,2,5,2,1,2,1,3,1,4,1,5,4,1,3,1,50,1,1.02,25.1,0,0,0,0,0,0,0,1,0,2,1,1,3,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,1,2,2,3,3,1,2,1,1,1,1,Living
YC15,Yamphudin,Ethnic,1,61,2,2,6,3,2,3,2,2,1,3,2,3,4,3,2,1,40,1,0.87,3.6,0,0,0,0,0,0,1,0,0,4,3,2,4,1,0,0,0,1,2,4,1,0,0,1,0,0,0,1,3,5,2,1,Firewood,2,2,2,2,2,1,1,0,0,0,0,0,3,2,4,3,3,1,3,1,2,3,4,Living and Non-living
YC16,Yamphudin,Ethnic,1,52,2,,5,2,3,2,2,2,2,3,2,3,4,3,2,1,50,2,0.61,5.5,0,0,0,0,0,0,1,0,0,4,3,3,3,1,0,0,0,1,2,4,1,0,0,1,0,0,0,1,3,5,2,1,Firewood,2,2,2,2,1,1,1,0,0,0,1,0,3,2,4,3,3,0,3,1,2,2,4,Living and Non-living
YA7,Yamphudin,Ethnic,1,55,2,2,10,4,2,2,2,1,2,2,3,4,2,2,1,0,80,0,5.8,0,0,0,0,0,0,0,1,0,0,2,1,1,2,1,1,1,1,1,1,2,1,0,0,1,0,0,0,1,3,0,1,1,Firewood,1,1,2,1,2,1,1,1,1,1,1,0,2,2,4,4,2,0,1,1,1,2,2,Non-Living
YA8,Yamphudin,Ethnic,1,40,1,2,10,2,2,3,2,2,3,4,1,3,4,1,1,1,50,0,,6.5,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,2,1,2,1,1,1,1,0,1,0,2,2,4,2,3,1,3,1,2,,,Living and Non-living
YA9,Yamphudin,Ethnic,2,42,1,1,10,2,3,2,2,2,1,2,2,4,2,2,2,1,80,0,,3.5,0,0,0,0,0,0,1,0,0,4,2,3,2,1,0,0,0,1,2,3,1,0,0,1,0,0,0,1,3,0,1,0,Firewood,2,2,5,2,3,2,1,1,1,0,0,0,3,2,4,3,3,1,2,1,2,2,2,Non-Living
YA10,Yamphudin,Ethnic,1,61,2,1,5,2,3,3,2,3,3,3,3,4,3,3,2,1,90,0,3.56,0.5,0,0,0,0,0,0,1,0,0,1,2,2,1,1,1,1,1,1,2,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,2,2,2,2,2,4,0,0,0,0,0,0,3,3,4,3,2,0,3,1,2,2,2,Living and Non-living
YB9,Yamphudin,Ethnic,1,71,2,1,5,4,2,5,1,2,5,2,2,4,5,2,2,1,75,0,0.25,1.1,0,0,0,1,0,0,0,0,0,4,2,3,3,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,3,0,2,1,Firewood,2,2,2,2,2,2,1,0,0,0,0,0,2,3,4,3,3,0,2,0,2,1,2,Spiritual and Abstract
YB10,Yamphudin,Ethnic,1,35,1,2,7,4,4,2,4,2,2,2,1,3,3,2,2,1,50,0,0,4.3,0,0,0,1,0,0,0,0,0,2,2,4,2,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,1,2,2,2,2,1,1,0,0,0,0,0,2,2,4,3,3,0,3,0,3,2,3,Living and Non-living
YB11,Yamphudin,Ethnic,1,,2,2,7,5,5,5,1,1,2,5,4,5,5,1,5,1,25,0,0.36,1,0,0,0,0,0,0,1,0,0,2,1,2,2,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,0,1,0,1,0,2,1,2,4,1,1,1,1,1,1,2,Living and Non-living
YI11,Yamphudin,Ethnic,1,76,2,2,10,5,4,3,2,1,3,3,3,3,5,1,2,1,100,0,3.05,0.5,0,0,0,0,0,0,1,0,0,1,1,3,4,1,1,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,2,1,0,1,0,3,1,1,Living and Non-living
YI12,Yamphudin,Ethnic,1,19,2,3,7,4,2,4,2,1,2,2,1,1,5,3,1,1,20,0,3.56,1.5,0,0,0,0,0,0,1,0,0,1,3,1,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,1,1,1,4,1,2,1,0,0,0,0,0,2,1,4,2,4,0,5,1,3,1,1,Spiritual and Abstract
YI13,Yamphudin,Ethnic,1,45,1,2,5,3,2,3,2,2,1,2,3,3,3,1,1,1,100,0,3.56,0.5,0,0,0,0,0,0,1,0,0,4,1,3,1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,3,2,1,1,1,1,1,1,Living and Non-living
YD8,Yamphudin,Ethnic,1,39,1,2,10,4,2,2,1,1,1,1,1,1,3,1,1,1,50,0,,0.8,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,3,3,1,1,1,1,1,1,Living and Non-living
YD9,Yamphudin,Ethnic,1,51,1,2,5,4,4,3,1,1,4,3,1,2,3,1,1,1,70,0,,1.4,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,0,1,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,4,1,4,3,1,0,1,1,1,1,2,Living and Non-living
YD10,Yamphudin,Ethnic,2,61,2,2,7,5,2,1,1,1,1,3,1,3,4,1,1,1,70,0,0.71,3.8,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,0,Firewood,1,1,5,1,3,1,1,1,1,0,0,0,1,1,1,4,2,0,1,1,1,1,2,Living and Non-living
YD11,Yamphudin,Ethnic,1,29,2,2,5,5,4,2,1,1,4,3,3,5,3,2,1,1,20,0,0.71,1.2,0,0,0,0,0,0,1,0,0,1,2,1,2,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2,3,2,1,2,1,2,1,1,Living and Non-living
YD12,Yamphudin,Ethnic,1,45,2,2,8,4,2,1,1,1,1,4,3,4,4,1,1,1,90,0,1.42,1.4,0,0,0,1,0,0,0,0,0,1,1,2,4,1,0,1,0,0,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,0,0,0,0,1,0,1,1,4,3,3,1,1,0,1,1,1,Living
YE8,Yamphudin,Ethnic,1,30,2,2,5,5,1,2,1,1,1,4,4,5,5,1,1,1,70,0,0,1.1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,3,1,0,Firewood,1,1,3,1,5,1,1,1,1,0,1,0,1,2,4,3,1,0,1,1,1,1,1,Living
YE9,Yamphudin,Ethnic,1,61,2,2,5,2,2,2,2,2,2,2,2,4,4,2,4,1,40,0,1.63,2.1,0,0,0,0,0,0,1,0,0,2,2,2,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,1,2,0,1,0,Firewood,2,1,5,2,5,1,1,1,1,0,1,0,2,2,4,3,2,0,2,1,2,2,2,Living and Non-living
YE10,Yamphudin,Ethnic,1,25,1,2,5,2,2,2,2,2,4,2,2,4,2,2,4,1,40,0,,2.1,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,1,1,4,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,2,4,2,3,1,1,1,1,0,1,0,1,1,3,5,1,0,1,1,1,1,1,Living and Non-living
YG15,Yamphudin,Ethnic,1,70,2,2,7,4,2,2,1,2,2,3,1,3,3,2,2,1,50,0,0,3.3,0,0,0,1,0,0,0,0,0,4,3,3,3,1,0,0,0,1,4,3,1,0,0,0,0,0,0,1,2,0,2,1,Firewood,2,2,2,2,2,2,1,0,0,0,0,0,2,2,4,2,2,1,2,1,2,2,4,Living and Non-living
YF9,Yamphudin,Ethnic,1,56,2,2,4,4,3,2,2,2,1,3,4,4,5,3,1,1,20,0,1.53,3,0,0,0,0,0,0,1,0,0,2,4,3,2,1,0,1,0,1,4,1,1,0,0,1,0,0,0,1,4,2,1,1,Firewood,2,2,1,1,1,1,1,1,1,1,0,0,3,3,4,2,3,0,2,1,1,1,2,Living and Non-living
YC17,Yamphudin,Ethnic,1,45,2,2,5,4,4,4,4,5,4,4,2,4,3,2,2,1,20,3,0.25,2.7,0,0,0,1,0,0,0,0,0,4,2,2,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,3,5,2,1,Firewood,2,2,4,4,2,1,1,0,0,0,1,0,3,2,1,2,3,0,3,1,3,2,3,Living and Non-living
YC18,Yamphudin,Ethnic,1,42,2,2,3,3,4,4,4,4,3,4,3,4,3,2,3,1,10,0,0.15,0,0,0,0,1,0,0,0,0,0,4,3,4,2,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,3,5,2,1,Firewood,3,2,2,4,3,1,1,0,0,0,1,0,3,2,4,3,3,0,3,1,3,3,2,Non-Living
YC19,Yamphudin,Ethnic,1,30,1,2,5,3,2,2,4,2,3,2,2,4,4,2,2,0,60,2,0.76,4.8,0,0,0,0,0,0,1,0,0,2,2,2,1,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,3,6,2,1,Firewood,2,2,4,3,3,1,1,0,0,0,1,0,2,2,4,3,3,0,3,1,3,2,2,Non-Living
YC20,Yamphudin,Ethnic,1,41,1,2,3,4,2,3,2,2,3,3,2,4,4,2,2,1,30,4,0.71,2.8,0,0,0,0,0,0,1,0,0,4,2,2,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,3,6,2,1,Firewood,2,2,4,3,3,1,1,0,0,0,1,0,3,2,4,3,3,0,3,1,3,2,2,Living and Non-living
YA11,Yamphudin,Ethnic,2,32,1,2,5,2,3,2,2,2,2,3,2,4,5,2,1,1,50,0,,1.6,0,0,0,0,0,0,0,0,1,2,4,2,3,1,0,1,0,1,2,3,1,0,0,1,0,0,0,1,2,0,1,0,Firewood,2,2,5,1,3,1,1,1,1,1,0,0,3,2,4,4,2,0,2,1,3,2,1,Living and Non-living
YA12,Yamphudin,Ethnic,1,28,1,3,10,3,3,3,4,4,3,3,3,3,3,3,2,1,50,0,,0.7,0,0,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,3,3,1,0,0,1,0,0,0,1,2,1,3,1,Firewood,3,2,2,3,2,1,1,1,0,0,0,0,3,3,2,3,3,0,3,1,3,2,3,Non-Living
YA13,Yamphudin,Ethnic,1,34,2,3,5,4,4,2,2,2,3,4,2,5,4,2,1,1,80,0,,1.4,0,0,0,1,0,0,0,0,0,4,2,3,3,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,1,2,2,2,2,1,1,1,0,0,0,2,2,2,2,2,1,2,1,2,2,2,I don't know
YB12,Yamphudin,Ethnic,1,36,2,4,6,2,3,2,2,2,4,2,3,3,4,2,1,1,25,0,0,4.6,1,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,2,3,2,1,1,0,1,1,0,0,1,2,2,3,1,1,1,1,1,1,2,Living and Non-living
YB13,Yamphudin,Ethnic,1,27,1,2,6,4,3,4,2,2,4,4,4,3,4,2,1,1,40,0,0,3.6,0,0,0,1,0,0,0,0,0,2,2,2,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,3,0,2,1,Firewood,1,1,2,1,1,1,1,1,1,0,0,0,1,2,3,3,2,1,2,1,1,2,1,Non-Living
YB14,Yamphudin,Ethnic,1,,1,2,5,4,3,3,1,2,2,3,3,3,4,2,2,1,20,0,0,1.4,0,0,0,1,0,0,0,0,0,4,2,3,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,3,2,2,3,1,1,1,1,0,0,0,2,2,4,3,3,0,2,0,2,2,2,Non-Living
YI14,Yamphudin,Ethnic,1,73,2,1,10,3,3,1,2,3,3,3,2,4,3,1,3,1,60,0,2.19,1,0,0,0,0,0,0,1,0,0,2,4,3,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,3,1,1,1,1,1,1,1,0,1,3,4,3,2,0,3,1,1,3,1,Living and Non-living
YI15,Yamphudin,Ethnic,1,56,1,2,10,4,3,1,1,1,3,3,3,3,4,1,3,1,100,0,10.18,2.1,0,0,0,0,0,0,1,0,0,1,1,3,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,4,0,0,0,0,0,0,3,3,4,3,3,0,1,0,3,1,1,Living and Non-living
YD13,Yamphudin,Ethnic,1,18,2,2,6,4,2,2,1,1,2,3,2,2,4,1,1,1,70,0,2.14,3.2,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,0,0,0,0,0,0,3,2,4,3,3,1,1,1,1,1,1,I don't know
YD14,Yamphudin,Ethnic,1,74,2,2,7,5,1,1,1,1,2,2,1,4,5,1,1,1,50,0,1.27,3.5,0,0,0,0,0,0,1,0,0,2,1,2,2,1,1,1,0,1,1,4,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,2,1,4,3,3,0,1,1,2,1,1,Non-Living
YD15,Yamphudin,Ethnic,1,28,2,3,5,4,4,2,1,1,2,4,4,4,2,2,1,1,15,0,0.71,12.7,0,0,0,0,0,0,1,0,0,4,2,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,Firewood,1,1,3,1,5,1,1,1,1,0,0,0,1,1,4,3,3,1,1,1,1,1,1,Non-Living
YD16,Yamphudin,Ethnic,1,30,1,4,7,4,1,1,1,1,1,2,3,4,4,1,1,1,25,0,2.54,0.7,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,3,3,0,1,1,1,1,1,Living and Non-living
YD17,Yamphudin,Ethnic,2,51,1,2,4,3,2,2,1,1,4,3,2,4,4,1,2,1,70,0,,1.7,0,0,0,0,0,0,1,0,0,2,1,2,3,1,0,1,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,0,Firewood,1,1,5,1,5,1,1,1,1,0,0,0,1,2,4,3,3,1,1,1,1,1,1,Living and Non-living
YE11,Yamphudin,Ethnic,,40,2,3,5,2,2,2,2,2,2,3,2,4,4,2,4,1,40,0,0.25,1.2,0,0,0,0,1,0,0,0,0,2,2,3,2,1,1,1,1,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,4,2,2,1,1,1,1,0,1,0,2,2,4,3,2,1,1,1,1,1,1,Living and Non-living
YE12,Yamphudin,Ethnic,1,,2,2,5,4,3,2,2,2,2,3,2,2,2,2,2,1,40,0,1.27,13.4,0,0,0,0,0,0,1,0,0,2,2,2,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,1,4,0,2,1,Firewood,2,2,4,2,3,1,1,1,1,0,1,0,2,2,4,4,2,1,2,1,1,2,2,Living and Non-living
YE13,Yamphudin,Ethnic,1,78,2,2,5,3,4,5,1,1,3,3,3,3,3,2,1,1,30,0,,10.5,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,1,2,5,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,1,1,1,2,2,1,1,1,0,0,1,0,2,2,4,4,3,1,2,1,2,3,2,Living and Non-living
YE14,Yamphudin,Ethnic,1,,1,2,4,3,2,2,2,2,2,3,2,2,3,2,2,1,40,0,0.51,3.8,0,0,0,0,0,0,1,0,0,2,2,3,2,1,1,1,0,1,2,4,1,0,0,0,0,0,0,1,1,0,2,1,Firewood,1,1,2,2,2,1,1,1,0,0,1,0,2,3,4,3,3,1,1,1,2,2,2,Non-Living
YE15,Yamphudin,Ethnic,1,58,2,2,5,4,2,2,2,2,2,3,2,4,4,1,4,1,50,0,1.53,14.4,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,5,2,2,1,1,1,0,0,1,1,1,2,3,4,1,1,1,1,1,1,1,Non-Living
YF10,Yamphudin,Ethnic,1,50,1,1,3,4,3,3,3,1,2,2,1,3,1,3,1,1,25,0,0.46,2.4,0,0,0,0,0,0,1,0,0,4,4,3,2,1,0,1,0,1,4,1,1,0,0,1,0,0,0,1,2,0,1,0,Firewood,3,2,3,2,3,4,0,0,0,0,0,0,3,3,4,3,3,0,2,1,2,,,I don't know
YG16,Yamphudin,Ethnic,1,24,1,3,8,3,3,3,4,2,2,3,2,4,3,2,3,0,50,0,0,1.4,0,0,0,1,0,0,0,0,0,2,3,3,2,1,0,0,0,1,2,3,1,0,0,0,0,0,0,1,2,0,3,0,Firewood,4,2,4,3,2,1,1,0,1,0,0,0,3,1,4,3,3,0,3,1,2,2,3,Living and Non-living
YG17,Yamphudin,Ethnic,1,39,2,3,9,3,3,3,1,2,2,2,1,1,1,4,2,1,80,0,0,1.8,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,1,0,0,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,2,2,2,2,2,2,1,1,0,0,0,0,2,2,4,3,2,0,3,0,3,2,3,Living and Non-living
YG18,Yamphudin,Ethnic,1,52,2,2,5,3,3,2,2,3,2,3,4,4,3,2,4,1,30,0,0,3.6,0,0,0,1,0,0,0,0,0,2,4,3,2,1,0,0,0,0,2,3,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,2,2,2,2,2,1,1,0,0,0,0,0,2,2,4,3,2,0,3,1,2,2,2,Living and Non-living
YH14,Yamphudin,Ethnic,2,,2,3,8,4,4,2,2,2,2,3,2,3,3,1,2,1,60,0,0.25,0.7,0,0,0,0,0,1,0,0,0,2,3,2,2,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1,2,0,3,1,Firewood,1,1,1,2,3,1,1,1,1,0,1,0,3,3,4,4,3,0,1,1,1,1,1,Non-Living
YH15,Yamphudin,Ethnic,1,41,2,3,6,4,2,2,2,2,1,3,2,3,3,4,2,1,60,0,,2.6,1,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,1,0,3,1,Firewood,1,1,2,1,3,2,1,1,1,0,1,0,3,1,4,4,1,1,1,1,1,1,1,Living and Non-living
YH16,Yamphudin,Ethnic,1,40,1,2,5,4,3,2,2,2,4,3,3,3,2,2,2,1,50,0,0.61,1.3,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,1,4,2,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,2,2,4,2,1,1,1,1,0,1,0,3,2,4,4,1,0,1,1,1,2,2,Living and Non-living
YC21,Yamphudin,Ethnic,1,65,2,1,4,3,3,2,1,4,2,3,2,5,3,2,3,1,70,1,1.02,2.9,0,0,0,1,0,0,0,0,0,4,2,3,2,1,0,0,0,1,2,3,1,0,0,1,0,0,0,1,3,7,2,1,Firewood,1,2,3,2,2,1,1,0,0,0,1,0,3,2,4,3,3,1,3,1,3,3,2,Living and Non-living
YC22,Yamphudin,Lower,1,74,2,1,4,2,3,3,2,2,1,1,2,5,3,2,2,1,50,1,1.02,1.7,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,2,5,1,1,Firewood,2,1,1,2,2,1,1,0,0,0,1,0,3,2,4,3,3,0,3,1,3,2,2,Non-Living
YC23,Yamphudin,Ethnic,1,37,1,2,4,3,2,3,2,2,3,2,1,5,3,2,2,1,30,1,0.25,0.2,0,0,0,1,0,0,0,0,0,4,1,3,3,1,0,0,0,1,2,3,1,0,0,1,0,0,0,1,3,5,2,1,Firewood,2,2,2,2,2,1,1,0,1,0,1,0,3,2,4,2,3,1,2,1,3,2,2,Living and Non-living
YC24,Yamphudin,Ethnic,1,53,2,2,7,5,2,3,2,2,2,1,2,5,3,1,1,1,40,0,0.25,2.1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,3,2,1,1,1,1,2,1,Living and Non-living
